family,n,p,load,giant_fraction,component_fraction,susceptibility,spanning_probability,relief_exhaustion,agreement,terrynce_score,terrynce_gradient,giant_gradient
square_bond,24,0.44,0.44,0.21419270833333334,0.203125,22.71595025227263,0.09375,0.796875,0.643125,0.225495703125,0.7511308151409956,4.139539930555552
square_bond,24,0.45,0.45,0.2439236111111111,0.18543836805555555,25.49213238108601,0.28125,0.8145616319444444,0.6354383680555555,0.23292167133755154,0.7670215702056886,3.9388020833333295
square_bond,24,0.46,0.46,0.29296875,0.17333984375,26.800868198449553,0.28125,0.82666015625,0.63333984375,0.2408361345291138,0.8025161067350421,3.9198133680555625
square_bond,24,0.47,0.47,0.3223198784722222,0.1625434027777778,26.20872044144038,0.40625,0.8374565972222222,0.6325434027777778,0.24897199347225235,0.771515925725301,3.6295572916666727
square_bond,24,0.48,0.48,0.3655598958333333,0.14290364583333334,36.00623117074836,0.53125,0.8570963541666666,0.6229036458333334,0.2562664530436198,0.8484716405397572,4.161241319444441
square_bond,24,0.49,0.49,0.4055447048611111,0.14415147569444445,31.21211070217004,0.5625,0.8558485243055556,0.6341514756944444,0.2659414262830475,0.8981828138563372,3.4152560763888866
square_bond,24,0.5,0.5,0.4338650173611111,0.13151041666666666,38.91023931314974,0.5625,0.8684895833333334,0.6315104166666666,0.27423010932074654,0.8251740405000283,4.044596354166665
square_bond,24,0.51,0.51,0.4864366319444445,0.11767578125,40.01068654093622,0.8125,0.88232421875,0.62767578125,0.2824449070930481,0.8233058976538385,10.167100694444436
square_bond,24,0.52,0.52,0.63720703125,0.1037326388888889,27.843267095547255,0.9375,0.8962673611111112,0.6237326388888889,0.2906962272738233,0.8570945060400312,6.252712673611102
square_bond,24,0.53,0.53,0.6114908854166666,0.09369574652777778,37.37020720850447,0.875,0.9063042534722222,0.6236957465277778,0.29958679721384873,0.9232141490041471,2.658420138888887
square_bond,24,0.54,0.54,0.6903754340277778,0.08723958333333333,29.749435983783474,0.96875,0.9127604166666666,0.6272395833333334,0.3091605102539063,0.9817025729167613,5.997721354166663
square_bond,24,0.55,0.55,0.7314453125,0.0827907986111111,23.07718884762101,1.0,0.9172092013888888,0.6327907986111112,0.319220848672184,0.9484316719902899,4.961480034722217
square_bond,24,0.56,0.56,0.7896050347222222,0.07014973958333333,21.843499047088642,0.96875,0.9298502604166666,0.6301497395833334,0.3281291436937121,0.9857971977893222,4.00933159722224
square_bond,24,0.57,0.57,0.8116319444444444,0.06803385416666667,17.740523564778986,1.0,0.9319661458333334,0.6380338541666666,0.33893679262797033,1.038091243225852,3.3338758680555736
square_bond,24,0.58,0.58,0.8562825520833334,0.05978732638888889,12.764093665763347,1.0,0.9402126736111112,0.6397873263888888,0.34889096855822904,0.9948051712248043,3.795030381944444
square_bond,24,0.59,0.59,0.8875325520833334,0.050618489583333336,9.002406360574085,1.0,0.9493815104166666,0.6406184895833333,0.35883289605246643,1.1005150677245326,1.3997395833333302
square_bond,24,0.6,0.6,0.88427734375,0.05224609375,7.250693379483735,1.0,0.94775390625,0.65224609375,0.3709012699127197,1.1171492752616798,1.9694010416666612
square_bond,24,0.61,0.61,0.9269205729166666,0.04286024305555555,3.9410289179382705,1.0,0.9571397569444444,0.6528602430555556,0.38117588155770005,1.1253555541568305,1.9639756944444402
square_bond,24,0.62,0.62,0.9235568576388888,0.043131510416666664,4.151147205164174,1.0,0.9568684895833334,0.6631315104166666,0.39340838099585634,1.1646807727695985,0.632052951388889
square_bond,24,0.63,0.63,0.9395616319444444,0.035970052083333336,3.7764721793508773,1.0,0.9640299479166666,0.6659700520833334,0.40446949701309204,1.1629056029849612,0.7921006944444469
square_bond,24,0.64,0.64,0.9393988715277778,0.033854166666666664,4.962004769900023,1.0,0.9661458333333334,0.6738541666666666,0.4166664930555556,1.2293049427903757,0.3797743055555577
square_bond,24,0.65,0.65,0.9471571180555556,0.031684027777777776,3.744255632262554,1.0,0.9683159722222222,0.6816840277777778,0.4290555958688996,1.21699866860001,1.1854383680555514
square_bond,24,0.66,0.66,0.9631076388888888,0.026095920138888888,2.2894974305793876,1.0,0.9739040798611112,0.6860959201388889,0.4410064664275558,1.237029976550443,0.9168836805555517
square_bond,24,0.67,0.67,0.9654947916666666,0.023871527777777776,2.536236008128187,1.0,0.9761284722222222,0.6938715277777778,0.45379619539990845,1.2851754279195537,0.4096137152777786
square_bond,24,0.68,0.68,0.9712999131944444,0.021213107638888888,2.4985897030913815,1.0,0.9787868923611112,0.7012131076388889,0.4667099749859469,1.2914988244610048,0.6700303819444506
square_bond,24,0.69,0.69,0.9788953993055556,0.017469618055555556,1.8937899210030595,1.0,0.9825303819444444,0.7074696180555555,0.4796261718891284,1.3169531897556659,0.4828559027777813
